lp;id slownika;kod IATA;nazwa;id kraju;kraj;miasto;utc;strefa czasowa;data od;data do
2738;11180;IBZ;Ibiza;79;Hiszpania;Ibiza;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
2885;11336;IRU;Irún;79;Hiszpania;;;;2018.05.22 09:00;
8365;12066;LCG;La Coruna (A Coruna);79;Hiszpania;;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
3615;12103;LEI;Almeria;79;Hiszpania;Almeria;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
3625;12115;LEU;Seo de Urgel;79;Hiszpania;;;;2018.05.22 09:00;
3777;12278;LPA;Las Palmas de Gran Canaria;79;Hiszpania;Gran Canaria;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
7998;16689;MAD;Madrid;79;Hiszpania;Madryt;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.06.21 14:52;
3925;12439;MAH;Mahon, Menorca;79;Hiszpania;Menorca;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
4135;12658;MJV;Murcia;79;Hiszpania;;;;2018.05.22 09:00;
4173;12699;MLN;Melilla;79;Hiszpania;;;;2018.05.22 09:00;
4818;13372;ODB;Cordoba;79;Hiszpania;;;;2018.05.22 09:00;
8333;18762;OVD;Asturias;79;Hiszpania;Asturias;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2019.10.07 10:13;
5261;13833;PMI;Palma de Mallorca;79;Hiszpania;Palma de Mallorca;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
8240;13850;PNA;Pamplona;79;Hiszpania;Pamplona;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
5516;14099;QFU;Corralejo;79;Hiszpania;;;;2018.05.22 09:00;
5534;14118;QIU;Ciudadela;79;Hiszpania;;;;2018.05.22 09:00;
7934;16607;REU;Reus Airport;79;Hiszpania;Reus;Central European Standard Time;(UTC+01:00) Sarajewo, Skopie, Warszawa, Zagrzeb;2018.05.22 09:00;
8243;18747;RJL;Agoncillo;79;Hiszpania;Logrono;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.12.31 10:31;
8306;18759;RMU;International Corvera;79;Hiszpania;Corvera;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2019.10.02 12:39;
5845;14441;RUS;Reus;79;Hiszpania;;;;2018.05.22 09:00;
8289;14536;SCQ;Santiago de Compostela;79;Hiszpania;;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
5954;14559;SDR;Santander;79;Hiszpania;Santander;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
6121;14735;SLM;Salamanca;79;Hiszpania;;;;2018.05.22 09:00;
6197;14822;SPC;Santa Cruz de La Palma;79;Hiszpania;Santa Cruz de La Palma;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
6260;14888;SSG;San Sebastian de la Gomera;79;Hiszpania;;;;2018.05.22 09:00;
6337;14972;SVQ;Sevilla;79;Hiszpania;Sevilla;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
6434;15074;TAR;Tarragona;79;Hiszpania;;;;2018.05.22 09:00;
6472;15114;TCI;Tenerife;79;Hiszpania;;;;2018.05.22 09:00;
6522;15166;TFN;Tenerife North Apt/Tenerife;79;Hiszpania;;;;2018.05.22 09:00;
6523;15167;TFS;Tenerife South Apt/Tenerife;79;Hiszpania;Tenerife;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
7062;15731;VGO;Vigo;79;Hiszpania;;;;2018.05.22 09:00;
7081;15751;VIT;Vitoria-Gasteiz;79;Hiszpania;Vitoria;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
7092;15763;VLC;Valencia;79;Hiszpania;Valencia;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
8317;15769;VLL;Valladolid;79;Hiszpania;;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
8332;18761;XRY;Jerez Aiport;79;Hiszpania;Jerez;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2019.10.07 10:11;
8291;16479;ZAZ;Zaragoza;79;Hiszpania;;Romance Standard Time;(UTC+01:00) Bruksela, Kopenhaga, Madryt, Paryz;2018.05.22 09:00;
327;8594;AMS;Amsterdam;80;Holandia;Amsterdam;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
1823;10200;EIN;Eindhoven;80;Holandia;Eindhoven;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
1886;10265;ENS;Enschede;80;Holandia;;;;2018.05.22 09:00;
2387;10803;GRQ;Groningen;80;Holandia;Groningen;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
2476;10898;HAG;'s-Gravenhage (Den Haag);80;Holandia;;;;2018.05.22 09:00;
3670;12163;LID;Leiden;80;Holandia;;;;2018.05.22 09:00;
3893;12401;LWR;Leeuwarden;80;Holandia;;;;2018.05.22 09:00;
4343;12874;MST;Maastricht;80;Holandia;Maastricht;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
8255;14426;RTM;Rotterdam;80;Holandia;Rotterdam;W. Europe Standard Time;(UTC+01:00) Amsterdam, Berlin, Berno, Rzym, Sztokholm, Wieden;2018.05.22 09:00;
6995;15657;UTC;Utrecht;80;Holandia;;;;2018.05.22 09:00;
7302;15987;WOE;Woensdrecht;80;Holandia;;;;2018.05.22 09:00;
232;8496;AHS;Auas;81;Honduras;;;;2018.05.22 09:00;
693;8979;BHG;Brus Laguna;81;Honduras;;;;2018.05.22 09:00;
1045;9369;CAA;Catacamas;81;Honduras;;;;2018.05.22 09:00;
1113;9443;CDD;Cauquira;81;Honduras;;;;2018.05.22 09:00;
1487;9840;CYL;Coyoles;81;Honduras;;;;2018.05.22 09:00;
1796;10170;EDQ;Erandique;81;Honduras;;;;2018.05.22 09:00;
1885;10264;ENQ;Coronel E Soto Cano Ab;81;Honduras;;;;2018.05.22 09:00;
2166;10568;GAC;Gracias;81;Honduras;;;;2018.05.22 09:00;
2295;10701;GJA;Guanaja;81;Honduras;;;;2018.05.22 09:00;
2430;10851;GUO;Gualaco;81;Honduras;;;;2018.05.22 09:00;
2881;11332;IRN;Iriona;81;Honduras;;;;2018.05.22 09:00;
3090;11548;JUT;Juticalpa;81;Honduras;;;;2018.05.22 09:00;
3580;12065;LCE;La Ceiba;81;Honduras;;;;2018.05.22 09:00;
3629;12119;LEZ;La Esperanza;81;Honduras;;;;2018.05.22 09:00;
3710;12209;LLH;Las Limas;81;Honduras;;;;2018.05.22 09:00;
3727;12226;LMH;Limon;81;Honduras;;;;2018.05.22 09:00;
4308;12838;MRJ;Marcala;81;Honduras;;;;2018.05.22 09:00;
4790;13344;OAN;Olanchito;81;Honduras;;;;2018.05.22 09:00;
5087;13654;PCH;Palacios;81;Honduras;;;;2018.05.22 09:00;
5132;13701;PEU;Puerto Lempira;81;Honduras;;;;2018.05.22 09:00;
5824;14419;RTB;Roatan;81;Honduras;;;;2018.05.22 09:00;
5849;14445;RUY;Copan;81;Honduras;;;;2018.05.22 09:00;
5924;14525;SCD;Sulaco;81;Honduras;;;;2018.05.22 09:00;
5948;14551;SDH;Santa Rosa de Copan;81;Honduras;;;;2018.05.22 09:00;
5974;14580;SET;San Esteban;81;Honduras;;;;2018.05.22 09:00;
6469;15111;TCF;Tocoa;81;Honduras;;;;2018.05.22 09:00;
6496;15139;TEA;Tela;81;Honduras;;;;2018.05.22 09:00;
6540;15185;TGU;Tegucigalpa;81;Honduras;;;;2018.05.22 09:00;
6591;15238;TJI;Trujillo;81;Honduras;;;;2018.05.22 09:00;
6900;15559;UII;Utila;81;Honduras;;;;2018.05.22 09:00;
7143;15820;VTA;Victoria;81;Honduras;;;;2018.05.22 09:00;
7645;16334;YOR;Yoro;81;Honduras;;;;2018.05.22 09:00;
216;8480;AGR;Agra;83;Indie;;;;2018.05.22 09:00;
222;8486;AGX;Agatti Island;83;Indie;;;;2018.05.22 09:00;
262;8527;AJL;Aizawl;83;Indie;;;;2018.05.22 09:00;
270;8535;AKD;Akola;83;Indie;;;;2018.05.22 09:00;
315;8582;AMD;Ahmedabad;83;Indie;;;;2018.05.22 09:00;
458;8730;ATQ;Amritsar;83;Indie;;;;2018.05.22 09:00;
575;8853;BBI;Bhubaneswar;83;Indie;;;;2018.05.22 09:00;
625;8907;BDQ;Vadodara;83;Indie;;;;2018.05.22 09:00;
641;8924;BEK;Bareilly;83;Indie;;;;2018.05.22 09:00;
646;8929;BEP;Bellary;83;Indie;;;;2018.05.22 09:00;
696;8982;BHJ;Bhuj;83;Indie;;;;2018.05.22 09:00;
700;8987;BHO;Bhopal;83;Indie;;;;2018.05.22 09:00;
706;8993;BHU;Bhavnagar;83;Indie;;;;2018.05.22 09:00;
749;9041;BKB;Bikaner;83;Indie;;;;2018.05.22 09:00;
783;9077;BLR;Bangalore;83;Indie;;;;2018.05.22 09:00;
21;28;BOM;Chatrapati Shivaji International Airport;83;Indie;Mumbaj;;;2018.05.22 09:00;
957;9272;BUP;Bhatinda;83;Indie;;;;2018.05.22 09:00;
1069;9395;CBD;Car Nicobar;83;Indie;;;;2018.05.22 09:00;
1094;9423;CCJ;Kozhikode (ex Calicut);83;Indie;;;;2018.05.22 09:00;
1104;9434;CCU;Kolkata (ex Calcutta);83;Indie;;;;2018.05.22 09:00;
1121;9453;CDP;Cuddapah;83;Indie;;;;2018.05.22 09:00;
1227;9567;CJB;Coimbatore;83;Indie;;;;2018.05.22 09:00;
1323;9668;COH;Cooch Behar;83;Indie;;;;2018.05.22 09:00;
1325;9671;COK;Cochin;83;Indie;;;;2018.05.22 09:00;
1520;9873;DAE;Daparizo;83;Indie;;;;2018.05.22 09:00;
1524;9877;DAI;Darjeeling;83;Indie;;;;2018.05.22 09:00;
1566;9922;DED;Dehra Dun;83;Indie;;;;2018.05.22 09:00;
8329;70;DEL;Indira Gandhi International Airport;83;Indie;Nowe Delhi;India Standard Time;(UTC+05:30) Chennai, Kolkata, Mumbaj, Nowe Delhi;2018.05.22 09:00;
1574;9930;DEP;Deparizo;83;Indie;;;;2018.05.22 09:00;
1600;9956;DHM;Dharamsala;83;Indie;;;;2018.05.22 09:00;
1604;9960;DIB;Dibrugarh;83;Indie;;;;2018.05.22 09:00;
1617;9973;DIU;Diu;83;Indie;;;;2018.05.22 09:00;
1656;10016;DMU;Dimapur;83;Indie;;;;2018.05.22 09:00;
2184;10586;GAU;Gauhati (Panidi);83;Indie;;;;2018.05.22 09:00;
2187;10589;GAY;Gaya;83;Indie;;;;2018.05.22 09:00;
8360;10763;GOI;Goa;83;Indie;;India Standard Time;(UTC+05:30) Chennai, Kolkata, Mumbaj, Nowe Delhi;2018.05.22 09:00;
2356;10770;GOP;Gorakhpur;83;Indie;;;;2018.05.22 09:00;
2436;10857;GUX;Guna;83;Indie;;;;2018.05.22 09:00;
2449;10870;GWL;Gwalior;83;Indie;;;;2018.05.22 09:00;
2499;10926;HBX;Hubli;83;Indie;;;;2018.05.22 09:00;
2570;11001;HJR;Khajuraho;83;Indie;;;;2018.05.22 09:00;
2667;11104;HSS;Hissar;83;Indie;;;;2018.05.22 09:00;
2715;11156;HYD;Hyderabad;83;Indie;;;;2018.05.22 09:00;
2756;11198;IDR;Indore;83;Indie;;;;2018.05.22 09:00;
2818;11264;IMF;Imphal;83;Indie;;;;2018.05.22 09:00;
2893;11345;ISK;Nasik;83;Indie;;;;2018.05.22 09:00;
2925;11378;IXA;Agartala;83;Indie;;;;2018.05.22 09:00;
2926;11379;IXB;Bagdogra;83;Indie;;;;2018.05.22 09:00;
2927;11380;IXC;Chandigarh;83;Indie;;;;2018.05.22 09:00;
2928;11381;IXD;Allahabad;83;Indie;;;;2018.05.22 09:00;
2929;11382;IXE;Mangalore;83;Indie;;;;2018.05.22 09:00;
2930;11383;IXG;Belgaum;83;Indie;;;;2018.05.22 09:00;
2931;11384;IXH;Kailashahar;83;Indie;;;;2018.05.22 09:00;
2932;11385;IXI;Lilabari;83;Indie;;;;2018.05.22 09:00;
2933;11386;IXJ;Jammu;83;Indie;;;;2018.05.22 09:00;
2934;11387;IXK;Keshod;83;Indie;;;;2018.05.22 09:00;
2935;11388;IXL;Leh;83;Indie;;;;2018.05.22 09:00;
2936;11389;IXM;Madurai;83;Indie;;;;2018.05.22 09:00;
2937;11390;IXN;Khowai;83;Indie;;;;2018.05.22 09:00;
2938;11391;IXP;Pathankot;83;Indie;;;;2018.05.22 09:00;
2939;11392;IXQ;Kamalpur;83;Indie;;;;2018.05.22 09:00;
2940;11393;IXR;Ranchi;83;Indie;;;;2018.05.22 09:00;
2941;11394;IXS;Silchar;83;Indie;;;;2018.05.22 09:00;
2942;11395;IXT;Pasighat;83;Indie;;;;2018.05.22 09:00;
2943;11396;IXU;Aurangabad;83;Indie;;;;2018.05.22 09:00;
2944;11397;IXV;Along Apt;83;Indie;;;;2018.05.22 09:00;
2945;11398;IXW;Jamshedpur;83;Indie;;;;2018.05.22 09:00;
2946;11399;IXY;Kandla;83;Indie;;;;2018.05.22 09:00;
2947;11400;IXZ;Port Blair;83;Indie;;;;2018.05.22 09:00;
2958;11411;JAI;Jaipur;83;Indie;;;;2018.05.22 09:00;
2983;11437;JDH;Jodhpur;83;Indie;;;;2018.05.22 09:00;
2995;11450;JGA;Jamnagar;83;Indie;;;;2018.05.22 09:00;
2996;11451;JGB;Jagdalpur;83;Indie;;;;2018.05.22 09:00;
3035;11490;JLR;Jabalpur;83;Indie;;;;2018.05.22 09:00;
3067;11525;JRH;Jorhat;83;Indie;;;;2018.05.22 09:00;
3070;11528;JSA;Jaisalmer;83;Indie;;;;2018.05.22 09:00;
3293;11762;KLH;Kolhapur;83;Indie;;;;2018.05.22 09:00;
3350;11821;KNU;Kanpur;83;Indie;;;;2018.05.22 09:00;
3453;11930;KTU;Kota;83;Indie;;;;2018.05.22 09:00;
3474;11953;KUU;Kulu;83;Indie;;;;2018.05.22 09:00;
3591;12078;LDA;Malda;83;Indie;;;;2018.05.22 09:00;
3698;12197;LKO;Lucknow;83;Indie;;;;2018.05.22 09:00;
3858;12364;LUH;Ludhiana;83;Indie;;;;2018.05.22 09:00;
3920;12432;MAA;Chennai (ex Madras);83;Indie;;;;2018.05.22 09:00;
4236;12764;MOH;Mohanbari;83;Indie;;;;2018.05.22 09:00;
4484;13019;MYQ;Mysore;83;Indie;;;;2018.05.22 09:00;
4493;13028;MZA;Muzaffarnagar;83;Indie;;;;2018.05.22 09:00;
4511;13046;MZU;Muzaffarpur;83;Indie;;;;2018.05.22 09:00;
4522;13057;NAG;Nagpur;83;Indie;;;;2018.05.22 09:00;
4562;13102;NDC;Nanded;83;Indie;;;;2018.05.22 09:00;
4762;13316;NVY;Neyveli;83;Indie;;;;2018.05.22 09:00;
5054;13621;PAT;Patna;83;Indie;;;;2018.05.22 09:00;
5061;13628;PBD;Porbandar;83;Indie;;;;2018.05.22 09:00;
5151;13721;PGH;Pantnagar;83;Indie;;;;2018.05.22 09:00;
5291;13864;PNQ;Pune;83;Indie;;;;2018.05.22 09:00;
5297;13871;PNY;Pondicherry;83;Indie;;;;2018.05.22 09:00;
5431;14011;PUT;Puttaparthi;83;Indie;;;;2018.05.22 09:00;
5465;14047;PYB;Jeypore;83;Indie;;;;2018.05.22 09:00;
5604;14190;RAJ;Rajkot;83;Indie;;;;2018.05.22 09:00;
5680;14270;REW;Rewa;83;Indie;;;;2018.05.22 09:00;
5691;14281;RGH;Balurghat;83;Indie;;;;2018.05.22 09:00;
5723;14313;RJA;Rajahmundry;83;Indie;;;;2018.05.22 09:00;
5726;14316;RJI;Rajouri;83;Indie;;;;2018.05.22 09:00;
5796;14389;RPR;Raipur;83;Indie;;;;2018.05.22 09:00;
5802;14395;RRK;Rourkela;83;Indie;;;;2018.05.22 09:00;
5825;14420;RTC;Ratnagiri;83;Indie;;;;2018.05.22 09:00;
5843;14439;RUP;Rupsi;83;Indie;;;;2018.05.22 09:00;
6032;14642;SHL;Shillong;83;Indie;;;;2018.05.22 09:00;
6129;14744;SLV;Simla;83;Indie;;;;2018.05.22 09:00;
6259;14887;SSE;Sholapur;83;Indie;;;;2018.05.22 09:00;
6382;15019;SXR;Srinagar;83;Indie;;;;2018.05.22 09:00;
6385;15022;SXV;Salem;83;Indie;;;;2018.05.22 09:00;
6504;15147;TEI;Tezu;83;Indie;;;;2018.05.22 09:00;
6516;15160;TEZ;Tezpur;83;Indie;;;;2018.05.22 09:00;
6578;15225;TIR;Tirupati;83;Indie;;;;2018.05.22 09:00;
6597;15244;TJV;Thanjavur;83;Indie;;;;2018.05.22 09:00;
6743;15396;TRV;Thiruvananthapuram (ex Trivandrum);83;Indie;;;;2018.05.22 09:00;
6747;15400;TRZ;Tiruchirapalli;83;Indie;;;;2018.05.22 09:00;
6883;15540;UDR;Udaipur;83;Indie;;;;2018.05.22 09:00;
7059;15728;VGA;Vijayawada;83;Indie;;;;2018.05.22 09:00;
7117;15791;VNS;Varanasi;83;Indie;;;;2018.05.22 09:00;
7149;15826;VTZ;Visakhapatnam;83;Indie;;;;2018.05.22 09:00;
7227;15907;WGC;Warrangal;83;Indie;;;;2018.05.22 09:00;
118;8379;AAS;Apalapsili;84;Indonezja;;;;2018.05.22 09:00;
182;8443;AEG;Aekgodang;84;Indonezja;;;;2018.05.22 09:00;
204;8467;AGD;Anggi;84;Indonezja;;;;2018.05.22 09:00;
229;8493;AHI;Amahai;84;Indonezja;;;;2018.05.22 09:00;
401;8669;ARD;Alor Island;84;Indonezja;;;;2018.05.22 09:00;
407;8675;ARJ;Arso;84;Indonezja;;;;2018.05.22 09:00;
539;8814;AYW;Ayawasi;84;Indonezja;;;;2018.05.22 09:00;
618;8900;BDJ;Banjarmasin;84;Indonezja;;;;2018.05.22 09:00;
623;8905;BDO;Bandung, Java;84;Indonezja;;;;2018.05.22 09:00;
640;8923;BEJ;Berau;84;Indonezja;;;;2018.05.22 09:00;
719;9007;BIK;Biak, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
736;9027;BJG;Bolaang;84;Indonezja;;;;2018.05.22 09:00;
747;9039;BJW;Bajawa;84;Indonezja;;;;2018.05.22 09:00;
762;9055;BKS;Bengkulu, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
809;9105;BMU;Bima, Sb;84;Indonezja;;;;2018.05.22 09:00;
867;9168;BPN;Balikpapan;84;Indonezja;;;;2018.05.22 09:00;
929;9241;BTH;Batam (ex Batu Besar);84;Indonezja;;;;2018.05.22 09:00;
931;9243;BTJ;Banda Aceh;84;Indonezja;;;;2018.05.22 09:00;
942;9255;BTW;Batulicin;84;Indonezja;;;;2018.05.22 09:00;
950;9265;BUI;Bokondini;84;Indonezja;;;;2018.05.22 09:00;
962;9278;BUW;Baubau, Butung;84;Indonezja;;;;2018.05.22 09:00;
1002;9321;BXD;Bade;84;Indonezja;;;;2018.05.22 09:00;
1012;9332;BXT;Bontang, Kl;84;Indonezja;;;;2018.05.22 09:00;
15;18;CGK;Soekarno-Hatta International Airport;84;Indonezja;Dzakarta;;;2018.05.22 09:00;
1477;9830;CXP;Cilacap (Tjilatjap);84;Indonezja;;;;2018.05.22 09:00;
1622;9978;DJB;Jambi, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
1625;9982;DJJ;Jayapura, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
1671;10034;DOB;Dobo;84;Indonezja;;;;2018.05.22 09:00;
1690;10057;DPS;Denpasar, Bali;84;Indonezja;Denpasar-Bali;Singapore Standard Time;(UTC+08:00) Kuala Lumpur, Singapur;2018.05.22 09:00;
1720;10087;DTD;Datadawai;84;Indonezja;;;;2018.05.22 09:00;
1736;10104;DUM;Dumai, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
1877;10256;ENE;Ende, Flores;84;Indonezja;;;;2018.05.22 09:00;
1965;10348;EWE;Ewer;84;Indonezja;;;;2018.05.22 09:00;
1966;10349;EWI;Enarotali;84;Indonezja;;;;2018.05.22 09:00;
2050;10444;FKQ;Fak Fak, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
2095;10493;FOO;Numfoor;84;Indonezja;;;;2018.05.22 09:00;
2235;10638;GEB;Gebe;84;Indonezja;;;;2018.05.22 09:00;
2318;10728;GLX;Galela, Halmahera;84;Indonezja;;;;2018.05.22 09:00;
2340;10752;GNS;Gunung Sitoli, St;84;Indonezja;;;;2018.05.22 09:00;
2414;10835;GTO;Gorontalo, Sulawesi;84;Indonezja;;;;2018.05.22 09:00;
2797;11242;ILA;Illaga;84;Indonezja;;;;2018.05.22 09:00;
2829;11275;INA;Inanwatan;84;Indonezja;;;;2018.05.22 09:00;
3028;11483;JKT;Jakarta, Java;84;Indonezja;;;;2018.05.22 09:00;
3050;11507;JOG;Yogyakarta;84;Indonezja;;;;2018.05.22 09:00;
3127;11585;KBF;Karubaga;84;Indonezja;;;;2018.05.22 09:00;
3140;11599;KBU;Kotabaru;84;Indonezja;;;;2018.05.22 09:00;
3150;11609;KCI;Kon;84;Indonezja;;;;2018.05.22 09:00;
3168;11628;KDI;Kendari, Sulawesi;84;Indonezja;;;;2018.05.22 09:00;
3181;11642;KEA;Keisah;84;Indonezja;;;;2018.05.22 09:00;
3188;11650;KEI;Kepi;84;Indonezja;;;;2018.05.22 09:00;
3196;11658;KEQ;Kebar;84;Indonezja;;;;2018.05.22 09:00;
3301;11770;KLQ;Keluang;84;Indonezja;;;;2018.05.22 09:00;
3318;11789;KMM;Kimam;84;Indonezja;;;;2018.05.22 09:00;
3336;11807;KNG;Kaimana, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
3358;11829;KOD;Kotabangun;84;Indonezja;;;;2018.05.22 09:00;
3359;11830;KOE;Kupang, Timor;84;Indonezja;;;;2018.05.22 09:00;
3375;11846;KOX;Kokonao;84;Indonezja;;;;2018.05.22 09:00;
3402;11873;KRC;Kerinci;84;Indonezja;;;;2018.05.22 09:00;
3444;11919;KTG;Ketapang, Kl;84;Indonezja;;;;2018.05.22 09:00;
3539;12021;LAH;Labuha, Molucas;84;Indonezja;;;;2018.05.22 09:00;
3573;12057;LBW;Long Bawan;84;Indonezja;;;;2018.05.22 09:00;
3660;12152;LHI;Lereh;84;Indonezja;;;;2018.05.22 09:00;
3675;12168;LII;Mulia;84;Indonezja;;;;2018.05.22 09:00;
3693;12190;LKA;Larantuka;84;Indonezja;;;;2018.05.22 09:00;
3714;12213;LLN;Kelila;84;Indonezja;;;;2018.05.22 09:00;
3792;12294;LPU;Long Apung;84;Indonezja;;;;2018.05.22 09:00;
3834;12338;LSW;Lhokseumawe;84;Indonezja;;;;2018.05.22 09:00;
3835;12339;LSX;Lhok Sukon;84;Indonezja;;;;2018.05.22 09:00;
3871;12377;LUV;Langgur;84;Indonezja;;;;2018.05.22 09:00;
3872;12378;LUW;Luwuk;84;Indonezja;;;;2018.05.22 09:00;
3887;12394;LWE;Lewoleba;84;Indonezja;;;;2018.05.22 09:00;
3908;12418;LYK;Lunyuk;84;Indonezja;;;;2018.05.22 09:00;
3928;12443;MAL;Mangole;84;Indonezja;;;;2018.05.22 09:00;
3987;12504;MDC;Manado;84;Indonezja;;;;2018.05.22 09:00;
4000;12517;MDP;Mindiptana;84;Indonezja;;;;2018.05.22 09:00;
4022;12540;MEQ;Meulaboh, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
4134;12657;MJU;Mamuju;84;Indonezja;;;;2018.05.22 09:00;
4138;12661;MJY;Mangunjaya;84;Indonezja;;;;2018.05.22 09:00;
4153;12677;MKQ;Merauke, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
4159;12683;MKW;Manokwari, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
4168;12692;MLG;Malang;84;Indonezja;;;;2018.05.22 09:00;
4206;12733;MNA;Melonguanne;84;Indonezja;;;;2018.05.22 09:00;
4234;12762;MOF;Maumere, Flores;84;Indonezja;;;;2018.05.22 09:00;
4255;12784;MPC;Muko-Muko;84;Indonezja;;;;2018.05.22 09:00;
4272;12801;MPT;Maliana;84;Indonezja;;;;2018.05.22 09:00;
4332;12863;MSI;Masalembo;84;Indonezja;;;;2018.05.22 09:00;
4379;12911;MUF;Muting;84;Indonezja;;;;2018.05.22 09:00;
4431;12966;MWK;Matak;84;Indonezja;;;;2018.05.22 09:00;
4447;12982;MXB;Masamba;84;Indonezja;;;;2018.05.22 09:00;
4521;13056;NAF;Banaina;84;Indonezja;;;;2018.05.22 09:00;
4523;13058;NAH;Naha;84;Indonezja;;;;2018.05.22 09:00;
4548;13085;NBX;Nabire;84;Indonezja;;;;2018.05.22 09:00;
4628;13173;NKD;Sinak;84;Indonezja;;;;2018.05.22 09:00;
4670;13216;NNX;Nunukan;84;Indonezja;;;;2018.05.22 09:00;
4693;13241;NPO;Nangapinoh;84;Indonezja;;;;2018.05.22 09:00;
4705;13254;NRE;Namrole;84;Indonezja;;;;2018.05.22 09:00;
4728;13280;NTI;Bintuni;84;Indonezja;;;;2018.05.22 09:00;
4737;13289;NTX;Natuna Ranai;84;Indonezja;;;;2018.05.22 09:00;
4795;13349;OBD;Obano;84;Indonezja;;;;2018.05.22 09:00;
4870;13426;OKL;Oksibil;84;Indonezja;;;;2018.05.22 09:00;
4875;13431;OKQ;Okaba, Irian Jaya;84;Indonezja;;;;2018.05.22 09:00;
4919;13477;ONI;Moanamani;84;Indonezja;;;;2018.05.22 09:00;
5033;13600;OZI;Morotai I;84;Indonezja;;;;2018.05.22 09:00;
5078;13645;PBW;Palibelo;84;Indonezja;;;;2018.05.22 09:00;
5082;13649;PCB;Pondok Cabe;84;Indonezja;;;;2018.05.22 09:00;
5105;13672;PDG;Padang;84;Indonezja;;;;2018.05.22 09:00;
5109;13676;PDO;Pendopo;84;Indonezja;;;;2018.05.22 09:00;
5221;13792;PKN;Pangkalanbuun;84;Indonezja;;;;2018.05.22 09:00;
5227;13798;PKU;Pekanbaru, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
5230;13801;PKY;Palangkaraya;84;Indonezja;;;;2018.05.22 09:00;
5243;13814;PLM;Palembang, Sumatra;84;Indonezja;;;;2018.05.22 09:00;
5286;13859;PNK;Pontianak, Kalimantan;84;Indonezja;;;;2018.05.22 09:00;
5327;13901;PPJ;Pulau Panjang;84;Indonezja;;;;2018.05.22 09:00;
5334;13908;PPR;Pasir Pangarayan;84;Indonezja;;;;2018.05.22 09:00;
5375;13953;PSJ;Poso, Sulawesi;84;Indonezja;;;;2018.05.22 09:00;
5384;13962;PSU;Putussibau;84;Indonezja;;;;2018.05.22 09:00;
