lp;id slownika;kod IATA;nazwa;id kraju;kraj;miasto;utc;strefa czasowa;data od;data do
1870;10249;EMS;Embessa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
1906;10288;EPT;Eliptamin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
1911;10293;ERE;Erave;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
1920;10302;ERU;Erume;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
1922;10304;ESA;Esa'ala;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
1993;10379;FAQ;Freida River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2044;10437;FIN;Finschhafen;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2120;10519;FRQ;Feramin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2142;10543;FUB;Fulleborn;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2147;10548;FUM;Fuma;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2179;10581;GAP;Gusap;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2181;10583;GAR;Garaina;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2188;10590;GAZ;Guasopa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2191;10593;GBC;Gasuke;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2194;10596;GBF;Negarbo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2240;10644;GEI;Green Islands;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2249;10654;GEW;Gewoia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2299;10706;GKA;Goroka;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2313;10722;GLP;Gulgubip;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2324;10734;GMI;Gasmata Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2346;10759;GOC;Gora;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2347;10760;GOE;Gonalia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2383;10799;GRL;Garasa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2422;10843;GUE;Guriaso;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2424;10845;GUG;Guari;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2433;10854;GUR;Alotau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2435;10856;GUV;Mougulu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2439;10860;GVI;Green River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2450;10871;GWN;Gnarowein;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2491;10918;HBD;Habi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2523;10952;HEO;Haelogo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2567;10998;HIT;Hivaro;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2576;11008;HKN;Hoskins;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2611;11046;HNI;Heiweni;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2615;11050;HNN;Honinabi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2707;11147;HWA;Hawabango;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2716;11157;HYF;Hayfields;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2732;11174;IAU;Iaura;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2735;11177;IBI;Iboki;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2753;11195;IDN;Indagen;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2780;11224;IHU;Ihu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2784;11229;IIS;Nissan Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2813;11258;ILX;Ileg;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2815;11261;IMA;Iamalele;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2817;11263;IMD;Imonda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2824;11270;IMN;Imane;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2851;11300;IOK;Iokea;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2854;11303;IOP;Ioma;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2908;11360;ITK;Itogama;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2914;11366;IUS;Inus;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
2963;11417;JAQ;Jacquinot Bay;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3057;11514;JOP;Josephstaal;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3103;11561;KAF;Karato;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3108;11566;KAK;Kar;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3113;11571;KAQ;Kamulai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3133;11591;KBM;Kabwum;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3151;11610;KCJ;Komaio;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3166;11625;KDE;Koroba;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3174;11634;KDP;Kandep;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3175;11635;KDQ;Kamberatoro;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3176;11636;KDR;Kandrian;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3186;11648;KEG;Keglsugl;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3202;11664;KEX;Kanabea;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3213;11676;KGH;Yongai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3217;11680;KGM;Kungum;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3225;11688;KGW;Kagi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3244;11708;KIA;Kaiapit;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3248;11712;KIE;Kieta;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3252;11716;KII;Kibuli;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3257;11721;KIQ;Kira;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3264;11729;KIZ;Kikinonda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3266;11733;KJU;Kamiraba;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3270;11737;KKD;Kokoda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3308;11779;KMA;Kerema;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3309;11780;KMB;Koinambe;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3311;11782;KMF;Kamina;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3323;11794;KMR;Karimui;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3335;11806;KNE;Kanainj;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3341;11812;KNL;Kelanoa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3365;11836;KOM;Komo-Manda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3369;11840;KOR;Kokoro;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3378;11849;KPA;Kopiago;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3382;11853;KPE;Yapsiei;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3383;11854;KPF;Kondubol;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3388;11859;KPL;Kapal;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3389;11860;KPM;Kompiam;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3399;11870;KQL;Kol;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3407;11878;KRI;Kikori;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3408;11879;KRJ;Karawari;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3413;11886;KRU;Kerau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3416;11889;KRX;Karkar Is;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3420;11893;KSB;Kasanombe;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3424;11897;KSG;Kisengan;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3431;11905;KSP;Kosipe;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3437;11912;KSX;Yasuru;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3469;11948;KUP;Kupiano;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3470;11949;KUQ;Kuri;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3477;11956;KUX;Kuyol;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3481;11960;KVE;Kitava;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3482;11961;KVG;Kavieng;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3497;11977;KWO;Kawito;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3503;11983;KWV;Kurwina;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3504;11984;KWX;Kiwai Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3510;11990;KXR;Karoola;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3522;12002;KYX;Yalumet;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3527;12007;KZF;Kaintiba;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3534;12015;LAB;Lablab;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3536;12018;LAE;Lae;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3647;12138;LGM;Laiagam;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3648;12139;LGN;Linga Linga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3663;12155;LHP;Lehu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3726;12225;LMG;Lamassa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3728;12227;LMI;Lumi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3737;12237;LMY;Lake Murray;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3743;12243;LNF;Munbil;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3744;12244;LNG;Lese;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3748;12248;LNM;Langimar;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3752;12252;LNQ;Loani;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3755;12255;LNV;Lihir Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3786;12288;LPN;Leron Plains;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3817;12319;LSA;Losuia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3823;12326;LSJ;Long Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3841;12346;LTF;Leitre;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3889;12396;LWI;Lowai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3924;12438;MAG;Madang;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3931;12447;MAP;Mamai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3934;12450;MAS;Manus Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
3960;12476;MBV;Masa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4004;12521;MDU;Mendi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4041;12560;MFO;Manguna;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4052;12571;MFZ;Mesalia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4059;12578;MGG;Margarima;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4068;12587;MGP;Manga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4095;12615;MHY;Morehead;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4108;12629;MIS;Misima Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4124;12646;MJJ;Moki;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4150;12674;MKN;Malekolon;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4202;12729;MMV;Mal;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4258;12787;MPF;Mapoda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4259;12788;MPG;Makini;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4273;12802;MPU;Mapua;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4276;12805;MPX;Miyanmin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4291;12821;MQO;Malam;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4307;12837;MRH;May River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4311;12841;MRM;Manare;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4405;12939;MVI;Manetai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4427;12962;MWG;Marawaka;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4429;12964;MWI;Maramuni;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4441;12976;MWU;Mussau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4451;12986;MXH;Moro;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4454;12989;MXK;Mindik;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4491;13026;MYX;Menyamya;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4537;13074;NBA;Nambaiyufa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4567;13107;NDI;Namudi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4571;13111;NDN;Nadunumu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4596;13137;NGR;Ningerum;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4619;13164;NIS;Simberi Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4632;13177;NKN;Nankina;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4654;13199;NMN;Nomane;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4680;13227;NOM;Nomad River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4682;13229;NOO;Naoro;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4690;13238;NPG;Nipa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4740;13294;NUG;Nuguria;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4750;13304;NUT;Nutuve;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4767;13321;NWT;Nowata;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4799;13353;OBM;Morobe;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4804;13358;OBX;Obo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4840;13396;OGE;Ogeranang;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4874;13430;OKP;Oksapmin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4880;13436;OKV;Okao;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4891;13448;OLQ;Olsobip;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4907;13464;OML;Omkalai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4914;13472;ONB;Ononge;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4934;13492;OPB;Open Bay;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4940;13498;OPU;Balimo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4965;13525;OSE;Omora;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4967;13527;OSG;Ossima;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
4987;13551;OTY;Oria;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5057;13624;PAW;Pambwa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5145;13715;PGB;Pangoa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5148;13718;PGE;Yegepa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5155;13725;PGN;Pangia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5236;13807;PLE;Paiela;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5265;13837;PMN;Pumani;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5267;13839;PMP;Pimaga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5290;13863;PNP;Popondetta;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5308;13882;POM;Port Moresby;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5339;13914;PPX;Param;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5414;13993;PUA;Puas;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5422;14001;PUI;Pureni;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5596;14182;RAA;Rakanda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5597;14183;RAB;Rabaul;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5615;14202;RAW;Arawa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5616;14203;RAX;Oram;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5630;14218;RBP;Rabaraba;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5690;14280;RGE;Porgera;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5737;14329;RKU;Yule Island;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5756;14348;RMN;Rumginae;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5769;14362;RNR;Robinson River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5847;14443;RUU;Ruti;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5886;14485;SAM;Salamo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5901;14501;SBC;Selbang;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5917;14517;SBV;Sabah;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5949;14552;SDI;Saidor;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
5997;14605;SFU;Safia;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6002;14610;SGB;Singaua;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6009;14617;SGJ;Sagarai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6010;14618;SGK;Sangapi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6053;14663;SIL;Sila;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6065;14676;SIZ;Sissano;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6091;14702;SKC;Suki;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6139;14754;SMH;Sapmanga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6141;14756;SMJ;Sim;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6147;14762;SMP;Stockholm;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6201;14826;SPH;Sopu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6209;14835;SPV;Sepik Plains;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6228;14854;SQT;Samarai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6270;14899;SSS;Siassi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6323;14956;SUZ;Suria;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6350;14985;SWE;Siwea;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6352;14987;SWG;Satwag;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6361;14996;SWR;Silur;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6368;15003;SXA;Sialum;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6373;15009;SXH;Sehulea;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6386;15023;SXW;Sauren;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6441;15082;TBA;Tabibuga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6445;15086;TBE;Timbunke;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6447;15088;TBG;Tabubil;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6457;15098;TBQ;Tarabo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6473;15115;TCJ;Torembi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6474;15116;TCK;Tinboli;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6486;15129;TDB;Tetebedi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6509;15152;TEO;Terapo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6510;15153;TEP;Teptep;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6517;15161;TFA;Tilfalmin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6519;15163;TFI;Tufi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6521;15165;TFM;Telefomin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6535;15179;TGL;Tagula;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6568;15215;TIG;Tingwon;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6585;15232;TIZ;Tari;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6599;15246;TKB;Tekadu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6620;15267;TKW;Tekin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6636;15284;TLO;Tol;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6637;15285;TLP;Tumolbil;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6642;15290;TLW;Talasea;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6693;15342;TOK;Torokina;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6696;15345;TON;Tonu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6712;15362;TPI;Tapini;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6733;15385;TRJ;Tarakbits;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6754;15407;TSI;Tsili Tsili;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6756;15409;TSK;Taskul;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6764;15419;TSW;Tsewi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6801;15457;TUT;Tauta;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6824;15481;TWY;Tawa;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6853;15510;UAE;Mount Aue;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6863;15520;UBI;Buin;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6918;15577;UKU;Nuku;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6925;15584;ULE;Sule;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6937;15597;UMC;Umba;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6949;15609;UNG;Kiunga;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6963;15624;UPR;Upiara;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6979;15641;URU;Uroubi;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
6989;15651;USO;Usino;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7013;15675;UUU;Manumu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7018;15680;UVO;Uvol;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7029;15692;VAI;Vanimo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7083;15753;VIV;Vivigani;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7108;15782;VMU;Baimuru;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7166;15843;WAB;Wabag;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7174;15851;WAJ;Wawoi Falls;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7179;15856;WAO;Wabo;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7192;15869;WBC;Wapolu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7195;15873;WBM;Wapenamanda;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7212;15891;WED;Wedau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7218;15897;WEP;Weam;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7233;15913;WGU;Wagau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7249;15932;WIU;Witu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7261;15944;WKN;Wakunai;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7298;15982;WNU;Wanuma;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7301;15985;WOA;Wonenara;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7317;16002;WPM;Wipim;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7328;16014;WSA;Wasua;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7342;16028;WSU;Wasu;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7354;16040;WTP;Woitape;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7357;16043;WTT;Wantoat;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7360;16046;WUG;Wau;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7362;16048;WUM;Wasum;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7366;16053;WUV;Wuvulu Is;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7375;16062;WWK;Wewak;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7391;16078;XBN;Biniguni;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7445;16132;XYR;Yellow River;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7521;16210;YEQ;Yenkis;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7726;16415;YVD;Yeva;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
7802;16494;ZEN;Zenag;159;Papua-Nowa Gwinea;;;;2018.05.22 09:00;
438;8708;ASU;Asuncion;160;Paragwaj;;;;2018.05.22 09:00;
533;8808;AYO;Ayolas;160;Paragwaj;;;;2018.05.22 09:00;
656;8939;BFA;Bahia Negra;160;Paragwaj;;;;2018.05.22 09:00;
1884;10263;ENO;Encarnacion;160;Paragwaj;;;;2018.05.22 09:00;
1927;10309;ESG;Mariscal Estigarribia;160;Paragwaj;;;;2018.05.22 09:00;
2060;10456;FLM;Filadelfia;160;Paragwaj;;;;2018.05.22 09:00;
