-2 0.0204082 -0.04027
-1.99 0.0206095 -0.00702153
-1.98 0.0208139 0.0199647
-1.97 0.0210213 0.041369
-1.96 0.0212318 0.0578231
-1.95 0.0214454 0.0699119
-1.94 0.0216623 0.0781765
-1.93 0.0218824 0.0831161
-1.92 0.0221059 0.0851904
-1.91 0.0223328 0.0848214
-1.9 0.0225632 0.0823962
-1.89 0.0227971 0.0782679
-1.88 0.0230347 0.0727584
-1.87 0.023276 0.0661599
-1.86 0.023521 0.0587364
-1.85 0.0237699 0.0507258
-1.84 0.0240228 0.0423412
-1.83 0.0242796 0.0337726
-1.82 0.0245406 0.0251882
-1.81 0.0248058 0.0167363
-1.8 0.0250752 0.00854581
-1.79 0.0253491 0.000728359
-1.78 0.0256274 -0.0066209
-1.77 0.0259102 -0.013422
-1.76 0.0261978 -0.0196091
-1.75 0.0264901 -0.0251291
-1.74 0.0267872 -0.0299413
-1.73 0.0270894 -0.0340154
-1.72 0.0273967 -0.0373318
-1.71 0.0277091 -0.0398795
-1.7 0.0280269 -0.0416563
-1.69 0.0283501 -0.0426671
-1.68 0.0286789 -0.0429239
-1.67 0.0290134 -0.0424447
-1.66 0.0293537 -0.0412527
-1.65 0.0297 -0.0393762
-1.64 0.0300524 -0.0368474
-1.63 0.030411 -0.0337021
-1.62 0.030776 -0.0299792
-1.61 0.0311476 -0.0257203
-1.6 0.0315259 -0.0209688
-1.59 0.031911 -0.0157701
-1.58 0.0323031 -0.0101704
-1.57 0.0327024 -0.00421709
-1.56 0.0331091 0.00204197
-1.55 0.0335233 0.00855886
-1.54 0.0339453 0.0152857
-1.53 0.0343751 0.0221751
-1.52 0.0348131 0.0291803
-1.51 0.0352594 0.0362553
-1.5 0.0357143 0.0433555
-1.49 0.0361779 0.0504375
-1.48 0.0366504 0.0574591
-1.47 0.0371322 0.0643802
-1.46 0.0376234 0.0711623
-1.45 0.0381243 0.0777686
-1.44 0.0386351 0.0841647
-1.43 0.0391561 0.0903179
-1.42 0.0396876 0.096198
-1.41 0.0402298 0.101777
-1.4 0.040783 0.107029
-1.39 0.0413476 0.11193
-1.38 0.0419238 0.11646
-1.37 0.0425119 0.1206
-1.36 0.0431124 0.124334
-1.35 0.0437254 0.127647
