0 1 0.285955
0.01 1.01005 0.366895
0.02 1.0202 0.446311
0.03 1.03045 0.524212
0.04 1.04081 0.600603
0.05 1.05127 0.675494
0.06 1.06183 0.748892
0.07 1.0725 0.820804
0.08 1.08328 0.891238
0.09 1.09417 0.960202
0.1 1.10516 1.0277
0.11 1.11626 1.09375
0.12 1.12747 1.15835
0.13 1.13879 1.22151
0.14 1.15022 1.28323
0.15 1.16176 1.34353
0.16 1.17341 1.40242
0.17 1.18518 1.45989
0.18 1.19706 1.51597
0.19 1.20905 1.57065
0.2 1.22116 1.62394
0.21 1.23338 1.67585
0.22 1.24571 1.7264
0.23 1.25816 1.77558
0.24 1.27072 1.8234
0.25 1.2834 1.86988
0.26 1.29619 1.91501
0.27 1.30909 1.95881
0.28 1.32211 2.00129
0.29 1.33525 2.04245
0.3 1.34849 2.0823
0.31 1.36185 2.12084
0.32 1.37532 2.15809
0.33 1.38891 2.19406
0.34 1.4026 2.22874
0.35 1.41641 2.26215
0.36 1.43032 2.2943
0.37 1.44434 2.32519
0.38 1.45847 2.35484
0.39 1.47271 2.38324
0.4 1.48705 2.4104
0.41 1.5015 2.43634
0.42 1.51605 2.46107
0.43 1.53069 2.48458
0.44 1.54544 2.50688
0.45 1.56028 2.528
0.46 1.57522 2.54792
0.47 1.59024 2.56666
0.48 1.60536 2.58423
0.49 1.62057 2.60064
0.5 1.63586 2.61589
0.51 1.65123 2.62999
0.52 1.66668 2.64294
0.53 1.6822 2.65476
0.54 1.6978 2.66546
0.55 1.71347 2.67503
0.56 1.7292 2.68349
0.57 1.74499 2.69085
0.58 1.76083 2.69712
0.59 1.77673 2.70229
0.6 1.79268 2.70638
0.61 1.80867 2.7094
0.62 1.8247 2.71135
0.63 1.84076 2.71225
0.64 1.85685 2.71209
0.65 1.87296 2.71089
0.66 1.88908 2.70866
0.67 1.90522 2.70539
0.68 1.92136 2.70111
0.69 1.93749 2.69581
0.7 1.95362 2.68951
0.71 1.96972 2.68222
0.72 1.98581 2.67393
0.73 2.00185 2.66466
0.74 2.01786 2.65442
0.75 2.03382 2.6432
0.76 2.04972 2.63103
0.77 2.06556 2.61791
0.78 2.08131 2.60385
0.79 2.09699 2.58885
0.8 2.11256 2.57292
0.81 2.12803 2.55606
0.82 2.14339 2.5383
0.83 2.15861 2.51963
0.84 2.1737 2.50006
0.85 2.18864 2.4796
0.86 2.20341 2.45826
0.87 2.21801 2.43604
0.88 2.23242 2.41296
0.89 2.24663 2.38901
0.9 2.26063 2.36422
0.91 2.27439 2.33857
0.92 2.28792 2.3121
0.93 2.30119 2.28479
0.94 2.31418 2.25666
0.95 2.32689 2.22771
0.96 2.33929 2.19796
0.97 2.35137 2.16741
0.98 2.36311 2.13607
0.99 2.3745 2.10395
1 2.38552 2.07104
1.01 2.39614 2.03738
1.02 2.40636 2.00295
1.03 2.41614 1.96776
1.04 2.42548 1.93183
