0 1 1.00035
0.01 1.01005 1.01015
0.02 1.0202 1.02012
0.03 1.03045 1.03024
0.04 1.04081 1.04051
0.05 1.05127 1.05092
0.06 1.06183 1.06147
0.07 1.0725 1.07215
0.08 1.08328 1.08295
0.09 1.09417 1.09388
0.1 1.10516 1.10492
0.11 1.11626 1.11608
0.12 1.12747 1.12736
0.13 1.13879 1.13875
0.14 1.15022 1.15025
0.15 1.16176 1.16186
0.16 1.17341 1.17357
0.17 1.18518 1.1854
0.18 1.19706 1.19733
0.19 1.20905 1.20937
0.2 1.22116 1.22151
0.21 1.23338 1.23376
0.22 1.24571 1.24612
0.23 1.25816 1.25858
0.24 1.27072 1.27115
0.25 1.2834 1.28382
0.26 1.29619 1.2966
0.27 1.30909 1.30949
0.28 1.32211 1.32249
0.29 1.33525 1.33559
0.3 1.34849 1.34881
0.31 1.36185 1.36213
0.32 1.37532 1.37555
0.33 1.38891 1.38909
0.34 1.4026 1.40274
0.35 1.41641 1.41649
0.36 1.43032 1.43035
0.37 1.44434 1.44433
0.38 1.45847 1.4584
0.39 1.47271 1.47259
0.4 1.48705 1.48688
0.41 1.5015 1.50127
0.42 1.51605 1.51577
0.43 1.53069 1.53038
0.44 1.54544 1.54508
0.45 1.56028 1.55988
0.46 1.57522 1.57479
0.47 1.59024 1.58979
0.48 1.60536 1.60488
0.49 1.62057 1.62006
0.5 1.63586 1.63534
0.51 1.65123 1.6507
0.52 1.66668 1.66614
0.53 1.6822 1.68166
0.54 1.6978 1.69727
0.55 1.71347 1.71294
0.56 1.7292 1.72868
0.57 1.74499 1.74449
0.58 1.76083 1.76036
0.59 1.77673 1.77629
0.6 1.79268 1.79227
0.61 1.80867 1.8083
0.62 1.8247 1.82436
0.63 1.84076 1.84047
0.64 1.85685 1.8566
0.65 1.87296 1.87276
0.66 1.88908 1.88893
0.67 1.90522 1.90512
0.68 1.92136 1.92131
0.69 1.93749 1.9375
0.7 1.95362 1.95368
0.71 1.96972 1.96984
0.72 1.98581 1.98597
0.73 2.00185 2.00208
0.74 2.01786 2.01814
0.75 2.03382 2.03415
0.76 2.04972 2.0501
0.77 2.06556 2.06598
0.78 2.08131 2.08178
0.79 2.09699 2.09749
0.8 2.11256 2.11311
0.81 2.12803 2.12862
0.82 2.14339 2.144
0.83 2.15861 2.15926
0.84 2.1737 2.17437
0.85 2.18864 2.18932
0.86 2.20341 2.20411
0.87 2.21801 2.21872
0.88 2.23242 2.23314
0.89 2.24663 2.24735
0.9 2.26063 2.26135
0.91 2.27439 2.27511
0.92 2.28792 2.28862
0.93 2.30119 2.30187
0.94 2.31418 2.31484
0.95 2.32689 2.32752
0.96 2.33929 2.3399
0.97 2.35137 2.35194
0.98 2.36311 2.36365
0.99 2.3745 2.37499
1 2.38552 2.38596
1.01 2.39614 2.39654
1.02 2.40636 2.4067
1.03 2.41614 2.41643
1.04 2.42548 2.42571
1.05 2.43435 2.43452
1.06 2.44273 2.44284
1.07 2.4506 2.45065
1.08 2.45794 2.45792
1.09 2.46472 2.46464
1.1 2.47093 2.47079
1.11 2.47654 2.47633
1.12 2.48153 2.48125
1.13 2.48588 2.48553
1.14 2.48955 2.48914
1.15 2.49253 2.49206
1.16 2.49478 2.49425
1.17 2.49629 2.49571
1.18 2.49703 2.49639
1.19 2.49697 2.49627
1.2 2.49608 2.49534
1.21 2.49434 2.49355
1.22 2.49172 2.49088
1.23 2.48818 2.48731
1.24 2.48371 2.4828
1.25 2.47826 2.47733
1.26 2.47182 2.47086
1.27 2.46434 2.46337
1.28 2.45581 2.45482
1.29 2.44618 2.44518
1.3 2.43543 2.43442
1.31 2.42352 2.42252
1.32 2.41042 2.40943
1.33 2.3961 2.39512
1.34 2.38053 2.37957
1.35 2.36367 2.36273
1.36 2.34549 2.34458
1.37 2.32595 2.32508
1.38 2.30501 2.30419
1.39 2.28266 2.28188
1.4 2.25884 2.25811
1.41 2.23352 2.23285
1.42 2.20667 2.20606
1.43 2.17826 2.17771
1.44 2.14824 2.14776
1.45 2.11658 2.11617
1.46 2.08324 2.08291
1.47 2.04819 2.04794
1.48 2.01139 2.01122
1.49 1.97281 1.97272
1.5 1.9324 1.9324
1.51 1.89013 1.89022
1.52 1.84597 1.84614
1.53 1.79988 1.80014
1.54 1.75181 1.75216
1.55 1.70175 1.70219
1.56 1.64964 1.65017
1.57 1.59546 1.59607
1.58 1.53917 1.53986
1.59 1.48073 1.4815
1.6 1.42011 1.42096
1.61 1.35728 1.3582
1.62 1.2922 1.29319
1.63 1.22483 1.2259
1.64 1.15516 1.15628
1.65 1.08314 1.08431
1.66 1.00874 1.00997
1.67 0.931933 0.933206
1.68 0.852692 0.854003
1.69 0.770986 0.772328
1.7 0.686788 0.688153
1.71 0.60007 0.601452
1.72 0.510807 0.512199
1.73 0.418976 0.420369
1.74 0.324552 0.325939
1.75 0.227514 0.228887
1.76 0.127842 0.129193
1.77 0.0255166 0.0268372
1.78 -0.0794795 -0.078197
1.79 -0.187162 -0.185925
1.8 -0.297545 -0.296362
1.81 -0.41064 -0.409519
1.82 -0.526459 -0.525407
