-2 0.0204082 0.00296736
-1.99 0.0206095 0.00438813
-1.98 0.0208139 0.00580178
-1.97 0.0210213 0.00720831
-1.96 0.0212318 0.00860772
-1.95 0.0214454 0.01
-1.94 0.0216623 0.0113852
-1.93 0.0218824 0.0127632
-1.92 0.0221059 0.0141341
-1.91 0.0223328 0.0154979
-1.9 0.0225632 0.0168546
-1.89 0.0227971 0.0182042
-1.88 0.0230347 0.0195466
-1.87 0.023276 0.0208819
-1.86 0.023521 0.0222101
-1.85 0.0237699 0.0235312
-1.84 0.0240228 0.0248451
-1.83 0.0242796 0.0261519
-1.82 0.0245406 0.0274516
-1.81 0.0248058 0.0287442
-1.8 0.0250752 0.0300297
-1.79 0.0253491 0.031308
-1.78 0.0256274 0.0325792
-1.77 0.0259102 0.0338433
-1.76 0.0261978 0.0351003
-1.75 0.0264901 0.0363501
-1.74 0.0267872 0.0375929
-1.73 0.0270894 0.0388285
-1.72 0.0273967 0.040057
-1.71 0.0277091 0.0412783
-1.7 0.0280269 0.0424926
-1.69 0.0283501 0.0436997
-1.68 0.0286789 0.0448997
-1.67 0.0290134 0.0460926
-1.66 0.0293537 0.0472783
-1.65 0.0297 0.048457
-1.64 0.0300524 0.0496285
-1.63 0.030411 0.0507929
-1.62 0.030776 0.0519501
-1.61 0.0311476 0.0531003
-1.6 0.0315259 0.0542433
-1.59 0.031911 0.0553792
-1.58 0.0323031 0.056508
-1.57 0.0327024 0.0576297
-1.56 0.0331091 0.0587442
-1.55 0.0335233 0.0598516
-1.54 0.0339453 0.0609519
-1.53 0.0343751 0.0620451
-1.52 0.0348131 0.0631312
-1.51 0.0352594 0.0642101
-1.5 0.0357143 0.0652819
-1.49 0.0361779 0.0663466
-1.48 0.0366504 0.0674042
-1.47 0.0371322 0.0684546
-1.46 0.0376234 0.0694979
-1.45 0.0381243 0.0705341
-1.44 0.0386351 0.0715632
-1.43 0.0391561 0.0725852
-1.42 0.0396876 0.0736
-1.41 0.0402298 0.0746077
-1.4 0.040783 0.0756083
-1.39 0.0413476 0.0766018
-1.38 0.0419238 0.0775881
-1.37 0.0425119 0.0785674
-1.36 0.0431124 0.0795395
-1.35 0.0437254 0.0805045
-1.34 0.0443514 0.0814623
-1.33 0.0449907 0.0824131
-1.32 0.0456438 0.0833567
-1.31 0.0463109 0.0842932
-1.3 0.0469925 0.0852226
-1.29 0.047689 0.0861448
-1.28 0.0484008 0.0870599
-1.27 0.0491285 0.087968
-1.26 0.0498723 0.0888688
-1.25 0.0506329 0.0897626
-1.24 0.0514107 0.0906493
-1.23 0.0522062 0.0915288
-1.22 0.05302 0.0924012
-1.21 0.0538526 0.0932665
-1.2 0.0547046 0.0941246
-1.19 0.0555766 0.0949757
-1.18 0.0564691 0.0958196
-1.17 0.0573829 0.0966564
-1.16 0.0583186 0.0974861
-1.15 0.0592768 0.0983086
-1.14 0.0602584 0.099124
-1.13 0.061264 0.0999323
-1.12 0.0622944 0.100734
-1.11 0.0633505 0.101528
-1.1 0.064433 0.102315
-1.09 0.0655428 0.103094
-1.08 0.0666809 0.103867
-1.07 0.0678481 0.104633
-1.06 0.0690455 0.105391
-1.05 0.0702741 0.106142
-1.04 0.0715349 0.106887
-1.03 0.072829 0.107624
-1.02 0.0741576 0.108354
-1.01 0.0755219 0.109077
-1 0.0769231 0.109792
-0.99 0.0783625 0.110501
-0.98 0.0798416 0.111202
-0.97 0.0813617 0.111897
-0.96 0.0829242 0.112584
-0.95 0.0845309 0.113264
-0.94 0.0861831 0.113937
-0.93 0.0878827 0.114603
-0.92 0.0896314 0.115262
-0.91 0.0914311 0.115913
-0.9 0.0932836 0.116558
-0.89 0.095191 0.117195
-0.88 0.0971553 0.117826
-0.87 0.0991788 0.118449
-0.86 0.101264 0.119065
-0.85 0.103413 0.119674
-0.84 0.105628 0.120275
-0.83 0.107912 0.12087
-0.82 0.110268 0.121458
-0.81 0.112699 0.122038
-0.8 0.115207 0.122611
-0.79 0.117797 0.123177
-0.78 0.12047 0.123736
-0.77 0.123232 0.124288
-0.76 0.126084 0.124833
-0.75 0.129032 0.125371
-0.74 0.132079 0.125901
-0.73 0.13523 0.126425
-0.72 0.138489 0.126941
-0.71 0.14186 0.12745
-0.7 0.145349 0.127953
-0.69 0.14896 0.128447
-0.68 0.1527 0.128935
-0.67 0.156573 0.129416
-0.66 0.160586 0.12989
-0.65 0.164745 0.130356
-0.64 0.169056 0.130815
-0.63 0.173527 0.131268
-0.62 0.178164 0.131713
-0.61 0.182976 0.132151
-0.6 0.18797 0.132582
-0.59 0.193155 0.133005
-0.58 0.198539 0.133422
-0.57 0.204132 0.133831
-0.56 0.209943 0.134234
-0.55 0.215983 0.134629
-0.54 0.222262 0.135017
-0.53 0.228791 0.135398
-0.52 0.235582 0.135772
