0	1.387500
1	1.310437
2	1.205849
3	1.203306
4	1.184707
5	1.033310
6	0.882589
7	0.865077
8	0.861380
9	0.749486
10	0.654496
11	0.698779
12	0.752548
13	0.684749
14	0.614123
15	0.660279
16	0.694607
17	0.590887
18	0.475506
19	0.477241
20	0.476649
21	0.355153
22	0.243972
23	0.273052
24	0.320183
25	0.260423
26	0.215933
27	0.306259
28	0.399012
29	0.360860
30	0.308681
31	0.360710
32	0.387500
33	0.262574
34	0.112647
35	0.067399
36	0.008831
37	-0.179702
38	-0.364636
39	-0.413357
40	-0.445183
41	-0.582058
42	-0.698822
43	-0.673052
44	-0.634492
45	-0.714158
46	-0.793281
47	-0.752231
48	-0.719607
49	-0.821623
50	-0.931898
51	-0.921666
52	-0.910391
53	-1.016678
54	-1.109346
55	-1.058492
56	-0.986380
57	-1.018011
58	-1.031292
59	-0.906753
60	-0.776864
61	-0.775047
62	-0.784520
63	-0.687153
64	-0.612500
65	-0.687153
66	-0.784520
67	-0.775047
68	-0.776864
69	-0.906753
70	-1.031292
71	-1.018011
72	-0.986380
73	-1.058492
74	-1.109346
75	-1.016678
76	-0.910391
77	-0.921666
78	-0.931898
79	-0.821623
80	-0.719607
81	-0.752231
82	-0.793281
83	-0.714158
84	-0.634492
85	-0.673052
86	-0.698822
87	-0.582058
88	-0.445183
89	-0.413357
90	-0.364636
91	-0.179702
92	0.008831
93	0.067399
94	0.112647
95	0.262574
96	0.387500
97	0.360710
98	0.308681
99	0.360860
100	0.399012
101	0.306259
102	0.215933
103	0.260423
104	0.320183
105	0.273052
106	0.243972
107	0.355153
108	0.476649
109	0.477241
110	0.475506
111	0.590887
112	0.694607
113	0.660279
114	0.614123
115	0.684749
116	0.752548
117	0.698779
118	0.654496
119	0.749486
120	0.861380
121	0.865077
122	0.882589
123	1.033310
124	1.184707
125	1.203306
126	1.205849
127	1.310437
128	1.387500
129	1.310437
130	1.205849
131	1.203306
132	1.184707
133	1.033310
134	0.882589
135	0.865077
136	0.861380
137	0.749486
138	0.654496
139	0.698779
140	0.752548
141	0.684749
142	0.614123
143	0.660279
144	0.694607
145	0.590887
146	0.475506
147	0.477241
148	0.476649
149	0.355153
150	0.243972
151	0.273052
152	0.320183
153	0.260423
154	0.215933
155	0.306259
156	0.399012
157	0.360860
158	0.308681
159	0.360710
160	0.387500
161	0.262574
162	0.112647
163	0.067399
164	0.008831
165	-0.179702
166	-0.364636
167	-0.413357
168	-0.445183
169	-0.582058
170	-0.698822
171	-0.673052
172	-0.634492
173	-0.714158
174	-0.793281
175	-0.752231
176	-0.719607
177	-0.821623
178	-0.931898
179	-0.921666
180	-0.910391
181	-1.016678
182	-1.109346
183	-1.058492
184	-0.986380
185	-1.018011
186	-1.031292
187	-0.906753
188	-0.776864
189	-0.775047
190	-0.784520
191	-0.687153
192	-0.612500
193	-0.687153
194	-0.784520
195	-0.775047
196	-0.776864
197	-0.906753
198	-1.031292
199	-1.018011
200	-0.986380
201	-1.058492
202	-1.109346
203	-1.016678
204	-0.910391
205	-0.921666
206	-0.931898
207	-0.821623
208	-0.719607
209	-0.752231
210	-0.793281
211	-0.714158
212	-0.634492
213	-0.673052
214	-0.698822
215	-0.582058
216	-0.445183
217	-0.413357
218	-0.364636
219	-0.179702
220	0.008831
221	0.067399
222	0.112647
223	0.262574
224	0.387500
225	0.360710
226	0.308681
227	0.360860
228	0.399012
229	0.306259
230	0.215933
231	0.260423
232	0.320183
233	0.273052
234	0.243972
235	0.355153
236	0.476649
237	0.477241
238	0.475506
239	0.590887
240	0.694607
241	0.660279
242	0.614123
243	0.684749
244	0.752548
245	0.698779
246	0.654496
247	0.749486
248	0.861380
249	0.865077
250	0.882589
251	1.033310
252	1.184707
253	1.203306
254	1.205849
255	1.310437
